instagram_comments,offensive_language
Porra sera que vamos ficar omissos as merda desse verme e hora de para esse boso do caralho,1
Ladrões safadooo 🍊🍊🍊,1
"Num mundo ,Onde uma menina manipulada vira marionete ,na mão de pessoas com terceiras intenções , não tem muito que discutir.",1
"Vão colocar a #globolixo, #bandlixo e #folhadesaopaulolixo na cadeia?",1
🐭 rato descarado 🐭🐭🐭,1
Lulla é um fóssil político!,1
"Vai “garrar” vergonha na cara sua aproveitadora, porque você não se indignou com a ameaça do podre de senador Humberto Costa e outros esquerdalhas nojentos quando ameaçam o Brasil? 🐍 é o que você é!!!! 🤮🤮🤮",1
Que absurdo meu Deus! Homem nojento.,1
Ele está certo. Vai ter um monte de argentino faminto invadindo aqui,1
Nele até agora o Brasil pode confiar!! 🇧🇷🇧🇷🇧🇷,0
Lula você é um agitador você tem que ser preso novamente o quato antes,1
"Merecido, Professor.",0
Escroto!,1
Chupa esquerdista!,1
"Esse é cristão, pero no mucho... homenzinho de bem, né?",1
hahahaha vcs roubaram a dignidade de um povo cambada de corruptos,1
Tá difícil mesmo esse bolsonaro e um demônio,1
"Aqui , não ligo a Globo...mentirosa e articuladora do mal..",1
Silvio Santos é a cara do senhor do engenho,1
"Hora de prender os jornalistas da Globo, UOL e etc...",1
"Fortalece a esquerda é vocês @joicehasselmannoficial, atacando o filho do presidente que vocês tanto defendiam, muda o foco mulher, quem Apoia o Bolsonaro,lógico que apoia os filhos dele tbm, melhore mulher!",0
Pelo menos uma dentro,0
Melhor prefeito que São Paulo teve,0
Meu presidente( gato) 👊👊👊👊👏👏👏👏👏,0
😂😂😂😂😂😂 jornazista,1
Verdade,0
Greve contra os anunciantes da Globo! Sem isso esses posts não vão adiantar quase nada,0
Trairas,1
Canalha,1
Haudad até hoje a ficha não caiu 😓😓😢,0
Alinhamento com o pensamento nazista? Pq no Brasil já é claro que defende torturador.,0
Amo! 💖💖💖,0
Como eu desejei ter você na presidência ❤️,0
Jornalista asqueroso 😠😠😠,1
Acabei de assitir essa merda de entrevista que vc deu seu bostinha vc fala em Ai5 ? Falta homem pra fazer isso ta pra nascer quem vai fazer isso. Vc e um fdp idiota so fala merda seu arrombado,1
A esquerda pertence ao diabo,1
Hipocrisia Pura😡😡,1
Os dois homens que eu amo.,0
Parabéns!,0
"Boa a fala do presidente, parem de dar moral pra essa pirralha, inclusive a senhora deputada.",1
É um corja de safados! Nojo!,1
Que é o retardado....vem lulinha andar na ruas kkķkkk estou com 300 ovos pronto kkkk,1
Até os de direita acham! Pq não é preciso ser de esquerda ou de direita para identificarnos falas que são posições claras de afronta à democracia!,0
Musos 😍,0
FICOU COM CARA DE TACHO.🤣🤣🤣🤣🤣🤣 #MarinhosCorruptos #MarinhosSãoLixos,1
Deus abençoe nossa nação!!,0
Cadê a Damaris que não se posiciona? 😂😂😂😂😂,0
Ele rouba tbm ?,1
Devia ter tido pena ANTES... bem ANTES 🤬,0
TD contra os pobres.,0
Meu presidente!!! ❤️,0
Postagem curiosa. Todos juntos numa Aliança pelo Brasil!!,0
"Cala a boca, Magda!!!",1
Que imposto é nesse que será cobrado?,0
"E as merdas que vocês estão fazendo, junto com o Supremo não conta!! Trabalhem pelo País, bando de pelego!!",1
Você merece!,0
"Eu esperava tudo nessa vida, menos a Globo passar tanta vergonha! Que jornalistas tendenciosas, não escapam um. Todos com viés ideológico contra o Governo Federal, que até agora não fez nada de bom para essa emissora lixo.",1
Bravo,0
Fariseu maldito!,1
Quem é esse jornalista?,0
A esquerda resiste!!! 💪🏻✊🏻,0
Nosso Deus 😢🤦 coitada. Que falta de respeito com ela e gratuitamente ainda. Essa esquerdalha é muito suja! Esses jornalistas lixos são realmente de QUINTA CATEGORIA.👎😠😠,1
"Intervenção militar no STF, já",1
Aff...,1
Tenho mais nojo de quem votou nesse jegueeeeeee..ahhh vc votou vai aqui o meu FODA_SE pra vc ...🤗🤗🤗🤗,1
Força Bolsonaro!,0
Os lixos de sempre.,1
"Vamos respeitar os argentinos! Eles merecem mais respeito, eles conhecem a própria história e sabem o que estão fazendo.",0
Força Ministra. Estamos com você,0
Cenas como essa dão um pouco de esperança sobre os nossos jovens...,0
Tenha pena de você mesma imbecil!!🤬,1
Lindo meu anjo ❤️,0
Meu presidente!❤️,0
Benedita é uma grande voz que representa o povo. Escutem essa mulher!👏🏿👏🏿👏🏿👏🏿✊🏾,0
Ja resolveu o problema do desemprego daqui???,0
"Como pode mesmo, isso não pode acontecer 😠",0
Isso é bem a cara desse débil ser 😬😬😬,1
Dois lindos 😍😍,0
Só picaretas!!,1
Falando a BOCÓ que quer estocar o vento 😂😂,1
🤣🤣🤣🤣 Aham. Senta lá claudia. O molusco ta livre mas vive numa prisão. Não pode sair em público. Não pode ir num restaurante. Nao pode pegar um avião com o povão... Tá mais legal assim mesmo. Tá sofrendo na pela a prisão mental que ele se enfiou.,1
Só rezo e acredito🙏,0
👏👏👏👏 os melhores ! 😍😘,0
Ta jogando sujo Sra Joice!!!,1
A Globo é um.lixo hoje falou o tempo todo acusando o Bolsonaro..Cadê os 19 governadores da esquerda do Nordeste??,1
Que a justiça seja feita!!!👏🏻👏🏻👏🏻,0
Parabéns ministro Facine,0
A imprensa está podre.,1
"Isso passou dos limites, porque a Globo não é punida?deveria ser, só fala as notícias distorcidas e falsas.",1
sou eleitora do Jair gosto muito da Janaína mais realmente o filho dele da margem para esse povo falar,0
E viva a esquerda💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖,0
"Quem quer o Brasil? ,kkkkk. Nem eu!",0
Graças a Deus 😅 João está em casa . Abraço 🤗🤗a duas pessoas incrível 👏 👏👏👏.,0
Esse sujeito deve ser algum tipo de sequelado. Não possível alguém ser escrito assim sem ter algum problema mental.,1
A Dilma chilena 🤢🤢🤢🤮🤮,0
(cuidado!! numeração duplicada!!) Mimimi.......,1
"Quem vai dar lado para imundice dessa,🤮🤮🤮",1
"Joga uma carteira de trabalho que correm todos, na verdade não gostam de trabalhar só sabem roubar o brasil",1
Meu futuro presidente,0
#foracomunismosocialismo🤬😠😡👊👊👊,1
Fdp,1
Isso sim é entrevista de qualidade!,0
Deputado racista verme fora lixos do psl,1
Falam mais da conta.. quiz dizer....,0
Show !,0
"Que fala! Que reflexão! Benedita, a senhora é show!",0
Parabéns meus presidente ❤️,0
Essa esquerda é uma PIADA!!,1
Essa mulher é doente.pilantra!,1
Linda parece uma Rainha e é 😘👏,0
Só agradeço aos bolsominios,0
"Depois que o PT roubou tudo, foi o que sobrou!!!",1
PIRRALHA🤣,1
Sem dúvida os grandes educadores por isso que estamos entra às piores escolas do mundo.,1
Pirralha escrota !!!,1
Tomou ridícula!😂😂😂😂,1
Pirralha,1
Sem noção!!!🙄,1
Lamentável postura dela . Estamos de olho,0
@jose1ete nem pra isso ele tem competencia! Ô medão!,1
@jairmessiasbolsonaro Deveria fazer procedimento dentário todos os dias,0
Luladrão é o encardido! Esse cara é insuportável e não desiste! Louco! Ridículo!,1
Emocionante seu discurso Benedita!!!!,0
Parabéns seu lindo👏,0
É só eu que acho que uns 80% é do oitavo?,0
Meu presidente e meu governador ❤,0
"E ainda por cima é rebelde, frustado, revoltado, isso é as piores qualidades de um ser humano Deus tem misericórdia de nós.🙌🙌",1
Graças a Deus aleluia,0
@quebrandootabu isto pra vcs não é violência contra a mulher? Pq não compartilham este vídeo em sua página que defende tanto os direitos da mulher? Ela não merece só por ser ministra e fazer parte do governo que vcs odeiam?,0
"Concordo contigo, também sou contra essa competição de beleza. O bonito se faz belo, aos olhos de quem o contempla. Uma pessoa pode ser bela, não interessando sua estatura, peso, cor, raça ou etnia! O único alento e mérito que vejo neste concurso é ter quebrado o estereótipo histórico que contemplavam em anos anteriores.",0
"Assustador 😱😨😥😔 espero que não fique por isso mesmo, ela precisa processar esses vermes, além do canal de denuncia, que é uma excelente ideia, tem que processar e endurecer as leis e o cumprimento delas.",1
Avante Brasil. Bolsonaro melhor Presidente do nosso País.💙💛💚🇧🇷🤗,0
Ta com pena? Devolve a propina,1
Tentando entender a relação Argentina - RS além da proximidade geográfica.,0
Lindos❤💕🙏,0
As vezes eles acertam,0
Isso é ótimo o STFLIXO vão para cima os Juízes e promotores isso e muito bom!,1
"A maioria dessa bancada evangelica usa o nome de Deus em vao. É só fachada pra encobrir a verdadeira podridao que eles carregam no coraçao, so",1
Garotinha mimada riquinhabque não tem o que fazer da vida sedentária e vazia dela e acha que falar mal do nosso País seria divertido garota idiota filho há de papai desocupada,1
Os celulares dessas pessoas devem de terminar tudo com 666. Só a serviço da besta. Volta Jesus!,1
Pelo amor de Deus. Essa garota não é nada. E a mosca da bosta do cavalo de Dom Pedro II.,1
Amei ela ter cabelo curto. Fim do estereótipo do cabelão chapado. Isso representa muito. Pra auto estima de muitas meninas.,0
Pena que não tem vagas pra todos os alunos!,0
"@guilhermeribeiro7735 Vai se instruir um pouco! Caia fora, aqui ñ é lugar para pessoas como vc",1
"Enquanto a esquerda fica discutindo se é quebra de decoro, se cabe impeachment, se deve ser cassado, o lado de lá já entendeu que é guerra. E nós estamos perdendo, porque se falo em revolução levo porrada até da esquerda.",1
Última eleição votei nas duas nas próximas não votarei em nenhuma das duas taokey.,0
Seria um presidente de verdade,0
🤔🤔🤔 Será!?,0
#Haddad2022,0
Palavriado e atitudes bem adequadas a um pastor. Jagunço cafajeste!,1
É comunista! Voces acham que ela não é igual ao ladrões do pt?,1
Deveriam ser presos esses pretalhas!!,1
Tá acabando com o país,0
Até quando vamos suportar estes INSANOS ?? MINIONS DESGRAÇADOSSSSS ! SERA QUE 33 MILHOES QUE NAO FORAM VOTAR VAO FICAR COM A BUNDA NO SOFA NOVAMENTE ?? ELES NÃO SAO MAIORIA PELO AMOR DE DEUS ! OU JUNTAMOS 47 MILHOES COM QUEM NAO VOTOU. E ENTERRAMOS ESTES MALDITOS NAD URNAS EM 2022 OU NADA SOBRARÁ!!!,1
Ou essa estrategia é refetente a teoria da conspiracao ou esses filhos podem afundar o trabalho de enfrentamento a essa esquerda danosa que o Presidente esta fazendo,0
Quem não votou tb ajudou a elegê-lo,0
Esse é um miserável que entrou na presidência pra acabar com o Brasil e com a classe que realmente trabalha! FORA TRASTE! FORA COISO!,1
Parabéns 👏👏👏👏👏,0
Não acho não só enche de orgulho cada cidadão brasileiro ao ver um filho defender arduamente o seu pai.,0
Melhor legenda da história 😂,0
Belíssima 👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾,0
"Que representantes (PSL) são esses? Que tipo de ser representam??? Repúdio por esse ato racista, sim! Não há justificativa!",0
Imundo! 😠😠😠😠😠😠😠😠😠,1
Nem sei pq me impressiono com a quantidade de ódio que esse ser espalha.,1
"Se caducou, deve ser afastado e tratado. Não sabe o que fala.",1
Hipooooooócrita essa senhoura...,1
Parabéns ministro Fachin .,0
Kkkkkkkkkkkkkkkkkk #globolixo,1
Hipócritas,1
Este cara nao tem mae nao isso e maldade e essa corja com tambem nao preta quanto estao gsnhando pra fazer tanta maldade com o povo brasileiro,1
"E corrupcao e o que, que matou milhares de brasileiros com roubalheira do dinheiro do povo?",1
Até que enfim!,0
2022 estamos com você professor vc e o cara 👏👏👏👏,0
E dar audiência é o que???? Ajuda???,0
Esse Lixo humano vai se arrepender 🤬,1
Huhuuuuuu. Viva a beleza dessa mulher! Maravilhosa.... Somos fortes e unidas venceremos.. 🙌👏,0
A cara dessa criatura... Olha vem na cara dessa criatura e já dá pra saber quem isso é...,1
E aí você descobre que uma adolescente de 16 anos tem um discurso mais maduro intelectualmente e contributivo para o mundo do que o presidente do seu país.,0
Porque é uma bandida,1
muito amor,0
"Nossa quantas pessoas serias aqui, q não fazem nada de errado e nunca riram de nada de errado...quantos anjos santidades...🙌👏😒",0
"Você é superior, querida Damares!",0
"Esse Lula é um canalha, bandido, corrupto e falastrão! Tristesa ver um povo iludido sendo enganado por este verme! Porquê não prendem ele de novo por incitação a violência? Por calúnia e difamação de um Ministro Integro como o Moro? Tem que haver uma forma de levar esse bandido de volta pra cadeia!",1
"Parabéns, obrigado Ministro...",0
"Oi, Haddad, quer ser meu amigo? Diz que sim!",0
Deveria recolher impostos em quem votou nele !,0
"(!!atenção!!numeração duplicada) Lamento o silêncio dos candidatos a presidência 2018, vejo que o Ciro é o mais ativo nas críticas contra o atual Desgoverno. Vocês têm voz!",1
"Marquinho que parece gostar do verbo espancar, mmm?",1
"Jesus, é cada uma desse cidadão. É de assustar.",0
"Alem de bonita, inteligente!",0
@carla.zambelli vc deve mostrar o que acontece por traz dos bastidores mas chega de provocação. Te seguimos pra ver o trabalho realizado. Cada um colhe o que planta. Bora focar no que é importante. É muita energia desperdiçada.🌺,0
Eu acho é pouco pra quem foi para as urnas vota nesse cara... Rsrsr,0
"@joicehasselmannoficial senta lá, senta!",1
@fernandohaddadoficial seu retrato ao lado de Paulo Freire é uma honra mais que merecida! Grande ministro! Quem entrou na universidade nesta época sentiu na pele a diferença. Abraço!,0
Grande - Fernando Haddad - pegou educação do Brasil na 36^ posição e deixou na 138^ posição - diz que construiu tantas universidades.,0
"Deus tem propósito na vida do Lula . A missão faz parte até as dores . O povo precisava entender o que realmente é uma luta de direitos . Que não foi fácil essa briga para garantir esses avanços que tivemos . É necessário perder para entender e agradecer . Muitos acham que tem direito a casa , só pelo fato de ter direito na constituição. E esquecem que passaram décadas sendo feito de gado pela elite .",0
Rainha nossa!!! Lute por esse povo tão judiado!!!,0
Cada dia me pergunto: até quando? Nāo acredito que teremos que suportar tanto desrespeito por 4 eternos anos,0
"É foda, ela é gata demais! Mas pode ser uma jogada do Capital?! #elenao #povonopoder #politicaxé",0
Porque ela também é BANDIDA,1
Isso é um tipo de violência contra a MULHER MINISTRA DAMARES. Tem q ser tomada uma providência.,0
Concordo plenamente,0
"E outra coisa, quem perguntou a opinião dela? O que nos interessa? VAZA OMELETE PODRE",1
Nojo,1
O peso dessa foto.. 😍,0
"Linda imagem o futuro do nosso Brasil, nossas crianças ♥️",0
Sensacional!,0
Amei!!!!,0
Mimizenta do caralho... A relação que fez com Roraima é para que não haja pessoas fugindo pro RS dos regimes de esquerda como acontece em Roraima. Sabemos que tu torce pra que dê merda. Um dia ainda te vejo presa!,1
Certíssima ✋,0
o concurso de Miss não é um concurso de beleza. essa é uma síntese equivocada do concurso.,0
"Qual o medo de ser julgado? O bandido quer usar o STF para proteger ele mas não deu. O maduro do Brasil (Lula), tem que ser impedido, pq se voltar ao poder com dinheiro roubado, Brasil já era.",1
"Estava falando sobre ele hoje com a minha mãe, fico feliz em saber que ele está se recuperando",0
Que maravilhosos,0
"Não entendi o post. Está enaltecendo a invasão da Polônia pelos alemães que culminou na maior guerra planetária da história, com opressão a judeus, ciganos, negros e homossexuais?",0
Salve Benedita!!!👏👏👏,0
"Esse cara e um canalha, .",1
Lula livre e Haddad LIVRE ❤️,0
Se nao tem o que vai dizer pronto ou seja ler é um desastre p os ideólogos vermelhos que a rodeiam...nao passa de uma pir ralha sem respeito e educação...,1
Q força e inspiração pra todos nós 👏👏👏👏,0
👏👏👏👏👏👏👏 Parabens Damares!!!! Você reflete a luz de Deus neste mundo,0
👏👏Emocionante!,0
Me representam!,0
kkkk😂😂😂😂😂😂😂melhor coletiva d todas.....😂😂😂😂😂😂,0
Q velha ordinária!! A Esquerdalha tem todos a mesma face!!🤮🤮🤮,1
"Senhora, Tenha pena da esquerda, porque com a direita está tudo certo. 👍🏻🤘🤘🤘🤓",0
"Difícil é saber quem conversa mais bobagem, você ou Dudu!!",0
Perfeitos,0
Meu presidente 💓,0
Eu adoro o jair mas os filhos estão sendo irresponsáveis,0
Bora Brasil...Lula na Cadeia 👏👏👏🇧🇷,1
